sku,batch_no,quantity,mfg_date,expiry_date,status,received_date,product_name,supplier,disposed_at,disposed_by,expiry_dt
BB-25527,BN-BB-25527-01,652.0,2026-06-15,2027-05-25,active,2026-06-18,Pomace Olive Oil - For All Types Of Cooking,GrainCo Vijayawada,,,2027-05-25
BB-25535,BN-BB-25535-01,165.0,2026-06-10,2026-12-24,active,2026-06-15,Premium - Idli Instant Mix,SweetSource Regional,,,2026-12-24
BB-25543,BN-BB-25543-01,425.0,2026-06-05,2027-05-20,active,2026-06-18,Mosquito Repellent Machine + Liquid,CleanHome Supplies,,,2027-05-20
BB-25546,BN-BB-25546-01,766.0,2026-06-09,2026-12-07,active,2026-06-15,Mini Samosa,SweetSource Regional,,,2026-12-07
BB-25553,BN-BB-25553-01,151.0,2026-06-05,2028-06-11,active,2026-06-19,Neem Tulsi & Aloe Vera Handwash,CareWell Distributors,,,2028-06-11
BB-25555,BN-BB-25555-01,1955.0,2026-06-02,2028-08-04,active,2026-06-16,Power 10 Formula VB Effector,CareWell Distributors,,,2028-08-04
BB-25562,BN-BB-25562-01,1698.0,2026-06-12,,active,2026-06-15,100% melamine Dinner Plate - Blossom,CleanHome Supplies,,,
BB-25569,BN-BB-25569-01,561.0,2026-06-07,2027-06-05,active,2026-06-19,Stainless Steel Dustbin / Garbage Bin Pedal - Perforated,CleanHome Supplies,,,2027-06-05
BB-25571,BN-BB-25571-01,50.0,2026-06-07,2026-10-08,active,2026-06-17,Bitter Gourd - Diced,FruitKing South,,,2026-07-10
BB-25585,BN-BB-25585-01,241.0,2026-06-10,2028-07-14,active,2026-06-17,Body Deodorant - Red,CareWell Distributors,,,2028-07-14
BB-25605,BN-BB-25605-01,983.0,2026-06-09,2027-02-11,active,2026-06-19,Milk Chocolate With Almonds,SweetSource Regional,,,2027-02-11
BB-25607,BN-BB-25607-01,421.0,2026-06-07,2027-03-22,active,2026-06-18,Assam Tea Bag,BevCorp India,,,2027-03-22
BB-25617,BN-BB-25617-01,1432.0,2026-05-30,2026-11-18,active,2026-06-15,Noodles - Medium Egg,SweetSource Regional,,,2026-11-18
BB-25618,BN-BB-25618-01,424.0,2026-06-08,2027-06-19,active,2026-06-19,Pencil Smart Kit,CleanHome Supplies,,,2027-06-19
BB-25621,BN-BB-25621-01,1369.0,2026-06-04,,active,2026-06-20,"Stainless Steel Vanna Chetty -  Copper Bottom, No.12",FreshFarm Veg Market,,,
BB-25638,BN-BB-25638-01,312.0,2026-06-11,2028-03-31,active,2026-06-19,Pennant Eau De Toilette For Men,CareWell Distributors,,,2028-03-31
BB-25639,BN-BB-25639-01,3305.0,2026-06-08,2028-06-12,active,2026-06-20,Hair Cleanser Shampoo - Neem Sat,CareWell Distributors,,,2028-06-12
BB-25642,BN-BB-25642-01,1134.0,2026-06-06,2028-06-21,active,2026-06-17,Condoms - Extra Dots,CareWell Distributors,,,2028-06-21
BB-25651,BN-BB-25651-01,634.0,2026-06-07,,active,2026-06-18,"Water Bottle - A5 Note Book, Assorted Colour",PaperEdge Stationery,,,
BB-25663,BN-BB-25663-01,792.0,2026-06-08,2027-02-17,active,2026-06-19,True Cinnamon - Alba Variety,FestiveWorld Supplies,,,2027-02-17
BB-25667,BN-BB-25667-01,547.0,2026-06-07,,active,2026-06-18,"Slotted Turner - Nylon, Silicon Handle, Green",BevCorp India,,,
BB-25675,BN-BB-25675-01,197.0,2026-06-04,2027-03-21,active,2026-06-19,"Multigrain Variety Energy Bar - Chocolate, Vanilla Almonds, Cashew Orange & Nuts & Seeds",FruitKing South,,,2027-03-21
BB-25687,BN-BB-25687-01,1902.0,2026-06-02,,active,2026-06-15,Tragacanth Gum Crystals,DairyBest Krishna,,,
BB-25691,BN-BB-25691-01,1289.0,2026-06-07,,active,2026-06-17,USB String Fairy Lights 3M 30 LED Heart Bead Gold Chain For Decoration,SweetSource Regional,,,
BB-25702,BN-BB-25702-01,1155.0,2026-06-09,2027-06-12,active,2026-06-20,"Twist Gel - Car Air Freshener, Fresh Lush Green",CleanHome Supplies,,,2027-06-12
BB-25703,BN-BB-25703-01,154.0,2026-06-11,2027-03-27,active,2026-06-15,Dulce De Leche With Vanilla,MedLife Wholesale,,,2027-03-27
BB-25704,BN-BB-25704-01,935.0,2026-06-10,2027-03-07,active,2026-06-16,Sports Drink - Lemon Flavour,BevCorp India,,,2027-03-07
BB-25711,BN-BB-25711-01,350.0,2026-06-04,2027-03-05,active,2026-06-15,Thandai,BevCorp India,,,2027-03-05
BB-25728,BN-BB-25728-01,381.0,2024-06-23,2026-10-02,active,2024-06-29,Honey Fariness Facial Sheet Mask EX,CareWell Distributors,,,2026-10-02
BB-25743,BN-BB-25743-01,1903.0,2026-06-06,,active,2026-06-15,Xpress Handy Juicer 2-In-1 - Multicolour,OilTrade AP,,,
BB-25756,BN-BB-25756-01,774.0,2026-06-03,2028-03-31,active,2026-06-19,6 Oil Nourish Shampoo,CareWell Distributors,,,2028-03-31
BB-25758,BN-BB-25758-01,244.0,2026-06-03,2027-02-15,active,2026-06-19,Barbeque Mayo,BabyBase Supplies,,,2027-02-15
BB-25760,BN-BB-25760-01,135.0,2024-06-15,2026-08-24,active,2024-06-23,Ice Cool Gas Free Deodorant - Daylong Odour Control,CareWell Distributors,,,2026-08-24
BB-25766,BN-BB-25766-01,154.0,2026-06-11,2026-12-08,active,2026-06-19,"7 Grain Breakfast Cookie - Choco Chips, Soft & Chewy",SweetSource Regional,,,2026-12-08
BB-25767,BN-BB-25767-01,367.0,2024-06-11,,active,2024-06-26,"Lunch Box - Stainless Steel, Midday Maxx Fresh, Red",CleanHome Supplies,,,
BB-25774,BN-BB-25774-01,310.0,2026-06-15,2026-12-23,active,2026-06-20,"Spring Roll Sheets - 6""x6""",SweetSource Regional,,,2026-12-23
BB-25784,BN-BB-25784-01,3065.0,2026-06-12,2027-05-18,active,2026-06-17,"Dustbin/Basket - Plastic, Green, Gr BB 617 1",CleanHome Supplies,,,2027-05-18
BB-25790,BN-BB-25790-01,81.0,2026-06-08,2027-03-10,active,2026-06-19,Flavour Instant Coffee - Mint Chocolate,MedLife Wholesale,,,2027-03-10
BB-25793,BN-BB-25793-01,417.0,2026-06-12,2027-03-13,active,2026-06-19,Rolled Oats - Gluten-Free,BabyBase Supplies,,,2027-03-13
BB-25800,BN-BB-25800-01,637.0,2026-06-08,,active,2026-06-18,Yummy Tummy Lunch Pack,FestiveWorld Supplies,,,
BB-25802,BN-BB-25802-01,1823.0,2026-06-10,2028-07-18,active,2026-06-16,Power 10 Formula WH Effector,CareWell Distributors,,,2028-07-18
BB-25804,BN-BB-25804-01,27.0,2025-09-12,2026-08-24,active,2025-09-26,Baby Corn - Sweet & Sour,CareWell Distributors,,,2026-08-24
BB-25834,BN-BB-25834-01,472.0,2026-06-13,2026-12-17,active,2026-06-18,Paratha - Butter,SweetSource Regional,,,2026-12-17
BB-25838,BN-BB-25838-01,249.0,2026-06-13,2026-08-23,active,2026-06-18,Processed Cheese - Chiplets Cubes,DairyBest Krishna,,,2026-08-23
BB-25839,BN-BB-25839-01,1845.0,2026-06-09,,active,2026-06-15,"Doraemon Single Compartment Plastic Lunch Box - With Container, Assorted Character, Assorted Colour",BakeMaster Artisans,,,
BB-25847,BN-BB-25847-01,434.0,2026-06-07,,active,2026-06-17,"Steel Skimmer - Big, Classic Diana Series, BBKT30",OilTrade AP,,,
BB-25852,BN-BB-25852-01,240.0,2026-06-04,2027-05-14,active,2026-06-17,"Plastic Zig Zag Carrying Basket - Small, Assorted Colour",CleanHome Supplies,,,2027-05-14
BB-25866,BN-BB-25866-01,614.0,2026-06-09,2026-08-21,active,2026-06-20,Vanilla Dew,DairyBest Krishna,,,2026-08-21
BB-25867,BN-BB-25867-01,25.0,2025-06-13,2026-10-02,active,2025-06-21,Stage 2 Formula - After 6 Months,BabyBase Supplies,,,2026-10-02
BB-25874,BN-BB-25874-01,230.0,2026-06-08,,active,2026-06-17,Chai/100% Melamine Smart Coffee Mug Set - Red,CleanHome Supplies,,,
BB-25875,BN-BB-25875-01,316.0,2026-06-06,2028-05-26,active,2026-06-15,Oil Control Face Wash,CareWell Distributors,,,2028-05-26
BB-25881,BN-BB-25881-01,2408.0,2026-06-06,2027-03-06,active,2026-06-15,Wrap Salsa - Hot,CleanHome Supplies,,,2027-03-06
BB-25904,BN-BB-25904-01,470.0,2026-06-04,2028-05-07,active,2026-06-20,"Hair Vital Bioactive Oil With Olive, Castor, Almond, Jojoba, Rosemary, Tea Tree",CareWell Distributors,,,2028-05-07
BB-25906,BN-BB-25906-01,117.0,2026-06-12,2026-11-30,active,2026-06-20,Pickle - Gongura,SweetSource Regional,,,2026-11-30
BB-25914,BN-BB-25914-01,228.0,2026-05-08,2026-08-24,active,2026-05-11,"Thin Cookie - Salted Caramel, Gluten Free",DairyBest Krishna,,,2026-08-24
BB-25919,BN-BB-25919-01,4592.0,2026-06-05,,active,2026-06-18,Steel Copper Bottom Handi - No. 12,ChillZone Logistics,,,
BB-25923,BN-BB-25923-01,412.0,2026-06-08,2026-11-24,active,2026-06-15,"Tomato Makhani & Cashew Onion Ready to Eat All Purpose Gravy, 200 g",SweetSource Regional,,,2026-11-24
BB-25925,BN-BB-25925-01,519.0,2026-06-13,2027-05-12,active,2026-06-18,Oil - Groundnut,GrainCo Vijayawada,,,2027-05-12
BB-25928,BN-BB-25928-01,184.0,2026-06-07,2027-02-16,active,2026-06-16,All In One Pizza Pasta Seasoning,FruitKing South,,,2027-02-16
BB-25934,BN-BB-25934-01,498.0,2026-06-04,2027-03-23,active,2026-06-20,Gluten Free - Marie Biscuits,FreshFarm Veg Market,,,2027-03-23
BB-25957,BN-BB-25957-01,175.0,2026-06-08,2028-08-08,active,2026-06-18,"N95 Washable Face Mask - Blue, Large",CareWell Distributors,,,2028-08-08
BB-25980,BN-BB-25980-01,547.0,2026-06-08,2028-06-04,active,2026-06-16,Rosemary Pure Essential Oil,CareWell Distributors,,,2028-06-04
BB-25996,BN-BB-25996-01,584.0,2026-06-10,2028-05-16,active,2026-06-20,Vitamin C & Hyaluronic Acid Gold Serum,CareWell Distributors,,,2028-05-16
BB-26000,BN-BB-26000-01,4021.0,2026-06-09,2028-06-22,active,2026-06-20,Oudh Golab Middle Eastern Handmade Soap,CareWell Distributors,,,2028-06-22
BB-26006,BN-BB-26006-01,49.0,2026-05-08,2028-04-28,active,2026-05-22,Oud Woman EDT,CareWell Distributors,,,2028-04-28
BB-2601,BN-BB-2601-01,1684.0,2026-06-06,2028-07-16,active,2026-06-16,Essential Oil - Cypress,CareWell Distributors,,,2028-07-16
BB-26017,BN-BB-26017-01,1480.0,2026-06-13,2028-08-01,active,2026-06-20,Eau-De-Mehfil Eau De Parfum,CareWell Distributors,,,2028-08-01
BB-26024,BN-BB-26024-01,227.0,2026-06-11,2026-12-07,active,2026-06-16,Garlic Naan,SweetSource Regional,,,2026-12-07
BB-26025,BN-BB-26025-01,157.0,2026-06-14,2028-08-23,active,2026-06-19,Lavender Patchouli Hair Cleanser,CareWell Distributors,,,2028-08-23
BB-2604,BN-BB-2604-01,1978.0,2026-06-09,2028-07-06,active,2026-06-20,Honey Moisture Mask - For Dry & Damaged Hair,CareWell Distributors,,,2028-07-06
BB-26051,BN-BB-26051-01,2430.0,2026-06-08,2026-11-27,active,2026-06-16,4 Cheese Pizza,SweetSource Regional,,,2026-11-27
BB-26069,BN-BB-26069-01,2099.0,2026-06-02,2028-06-27,active,2026-06-16,Intensive Hair Repair Therapy,CareWell Distributors,,,2028-06-27
BB-26072,BN-BB-26072-01,658.0,2026-06-12,2027-02-10,active,2026-06-18,Dark Chocolate - with Pistachio,SweetSource Regional,,,2027-02-10
BB-26094,BN-BB-26094-01,690.0,2026-05-31,2028-05-23,active,2026-06-16,Soap - Forest Spice,CareWell Distributors,,,2028-05-23
BB-2610,BN-BB-2610-01,986.0,2026-06-08,2027-02-21,active,2026-06-19,"Green Tea - Pure, Whole Leaf",BevCorp India,,,2027-02-21
BB-26117,BN-BB-26117-01,441.0,2026-06-09,2026-12-01,active,2026-06-20,Karare - Munchy Masala,SweetSource Regional,,,2026-12-01
BB-26125,BN-BB-26125-01,1047.0,2026-06-07,2026-12-09,active,2026-06-20,Yippee Noodles - Magic Masala,SweetSource Regional,,,2026-12-09
BB-26133,BN-BB-26133-01,230.0,2026-06-06,2027-05-07,active,2026-06-16,"Incense sticks - Lia, Chandanam",CleanHome Supplies,,,2027-05-07
BB-26135,BN-BB-26135-01,596.0,2026-06-12,2027-06-10,active,2026-06-20,"Silicone Teether - Apple, Orange",BabyBase Supplies,,,2027-06-10
BB-26142,BN-BB-26142-01,3346.0,2026-06-01,2028-08-07,active,2026-06-15,"Adult Dry Cat Food - +1 Year, Ocean Fish",GrainCo Vijayawada,,,2028-08-07
BB-26148,BN-BB-26148-01,205.0,2026-06-10,2026-12-16,active,2026-06-19,Chocolate - 90% Bitter,SweetSource Regional,,,2026-12-16
BB-26150,BN-BB-26150-01,401.0,2026-06-07,2027-05-24,active,2026-06-17,Organic - Biryani Masala,GrainCo Vijayawada,,,2027-05-24
BB-26177,BN-BB-26177-01,628.0,2026-06-06,2028-07-27,active,2026-06-19,Cotton Swabs In Round,CareWell Distributors,,,2028-07-27
BB-26181,BN-BB-26181-01,1280.0,2026-06-07,2027-05-03,active,2026-06-19,Spicy Sambhar Masala,GrainCo Vijayawada,,,2027-05-03
BB-26185,BN-BB-26185-01,2795.0,2026-06-10,2026-12-04,active,2026-06-19,Masala Oats - Classic Masala,SweetSource Regional,,,2026-12-04
BB-26187,BN-BB-26187-01,345.0,2026-06-08,2026-12-20,active,2026-06-15,Honey - Ginger,SweetSource Regional,,,2026-12-20
BB-26190,BN-BB-26190-01,1637.0,2026-06-13,2026-08-20,active,2026-06-17,"Cake - Blueberry, Whole Wheat, Eggless",DairyBest Krishna,,,2026-08-20
BB-26193,BN-BB-26193-01,169.0,2026-06-10,2027-02-23,active,2026-06-15,Basil Pesto,DairyBest Krishna,,,2027-02-23
BB-26196,BN-BB-26196-01,1118.0,2026-06-05,2028-03-26,active,2026-06-18,Hydro Boost Water Gel,CareWell Distributors,,,2028-03-26
BB-26199,BN-BB-26199-01,112.0,2026-06-09,2026-12-09,active,2026-06-20,Nachoz - Sizzling Peri Peri,SweetSource Regional,,,2026-12-09
BB-262,BN-BB-262-01,228.0,2026-06-09,2028-05-01,active,2026-06-15,"Lip Balm - Disney Limited Edition, Watermelon Shine",CareWell Distributors,,,2028-05-01
BB-26227,BN-BB-26227-01,3316.0,2026-06-08,2028-06-12,active,2026-06-16,Peach Milk Moisturiser Body Lotion,CareWell Distributors,,,2028-06-12
BB-26233,BN-BB-26233-01,39.0,2024-06-21,2026-09-01,active,2024-06-25,Prosto-8 Tablet,CareWell Distributors,,,2026-06-24
BB-26242,BN-BB-26242-01,136.0,2026-06-13,2027-02-12,active,2026-06-19,Hyderabadi Dum Biryani Masala,SweetSource Regional,,,2027-02-12
BB-2625,BN-BB-2625-01,29.0,2025-12-27,2026-09-18,active,2026-01-04,Chef Kadhai Gravy,SweetSource Regional,,,2026-06-15
BB-26270,BN-BB-26270-01,937.0,2026-06-06,2028-06-17,active,2026-06-18,Scrubber - Braided Back,CareWell Distributors,,,2028-06-17
BB-26283,BN-BB-26283-01,379.0,2026-06-05,2027-06-10,active,2026-06-19,Zipper Soulful Jasmine,CleanHome Supplies,,,2027-06-10
BB-26298,BN-BB-26298-01,498.0,2026-06-07,2028-06-10,active,2026-06-15,Breathe Easy Everyday Reusable Anti Pollution Mask,CareWell Distributors,,,2028-06-10
BB-26312,BN-BB-26312-01,15.0,2025-09-17,2026-08-23,active,2025-09-29,100% Natural Grapedseed Oil,BabyBase Supplies,,,2026-08-23
BB-26317,BN-BB-26317-01,1432.0,2026-06-09,2028-03-27,active,2026-06-18,Gold Glowing skin Face Scrub,CareWell Distributors,,,2028-03-27
BB-26336,BN-BB-26336-01,393.0,2026-06-09,2028-06-16,active,2026-06-19,"Sapthamruth Lauha - Eye Care, 300mg",CareWell Distributors,,,2028-06-16
BB-26349,BN-BB-26349-01,4377.0,2026-06-06,2028-04-30,active,2026-06-16,"Wet Cat Food - Chicken In Gravy, For Adult Cats, +1 Year",BevCorp India,,,2028-04-30
BB-26350,BN-BB-26350-01,4406.0,2026-06-04,2028-07-05,active,2026-06-17,Golden Glow Peel-Off,CareWell Distributors,,,2028-07-05
BB-26363,BN-BB-26363-01,2412.0,2026-06-08,2026-09-03,active,2026-06-15,Beetroot - Julienne,FruitKing South,,,2026-07-10
BB-26371,BN-BB-26371-01,332.0,2026-06-03,,active,2026-06-17,"Bonechina Milk Mug - Red, Sagittarius Print",MedLife Wholesale,,,
BB-26378,BN-BB-26378-01,1966.0,2026-06-02,,active,2026-06-17,Stainless Steel Induction Base Tope,MedLife Wholesale,,,
BB-2638,BN-BB-2638-01,514.0,2026-06-02,2027-07-02,active,2026-06-16,Organic - Broken Rice/Akki,GrainCo Vijayawada,,,2027-07-02
BB-2639,BN-BB-2639-01,250.0,2026-06-04,2027-03-18,active,2026-06-15,Savoury - Cheese Rings,FreshFarm Veg Market,,,2027-03-18
BB-26415,BN-BB-26415-01,2183.0,2026-06-04,2026-11-21,active,2026-06-18,Mom's Magic Biscuits - Cookies - Nut Biscotti,SweetSource Regional,,,2026-11-21
BB-2643,BN-BB-2643-01,574.0,2026-06-10,2028-05-02,active,2026-06-20,Kumaryasava,CareWell Distributors,,,2028-05-02
BB-26439,BN-BB-26439-01,528.0,2026-06-10,2028-05-03,active,2026-06-15,"Sunscreen - For All Skin, SPF 50",CareWell Distributors,,,2028-05-03
BB-2644,BN-BB-2644-01,389.0,2026-06-06,2028-06-27,active,2026-06-20,Serum Sheet Mask (2 x 21 g),CareWell Distributors,,,2028-06-27
BB-26442,BN-BB-26442-01,4142.0,2026-06-11,2028-05-04,active,2026-06-20,Essential Oil - Palmarosa,CareWell Distributors,,,2028-05-04
BB-26449,BN-BB-26449-01,141.0,2024-06-14,2026-08-15,active,2024-06-26,Advansed Gold Coconut Hair Oil,CareWell Distributors,,,2026-07-03
BB-26466,BN-BB-26466-01,712.0,2026-06-09,2028-06-08,active,2026-06-17,Foot Cream - Camphor Ice,CareWell Distributors,,,2028-06-08
BB-26470,BN-BB-26470-01,3544.0,2026-06-12,,active,2026-06-16,Borosilicate Glass Bake N Grill Bakeware Dish,SeasonProof Gear,,,
BB-2648,BN-BB-2648-01,649.0,2026-06-01,2027-03-16,active,2026-06-15,Dill Baby Gherkins in Vinegar,BevCorp India,,,2027-03-16
BB-26489,BN-BB-26489-01,1318.0,2026-06-05,,active,2026-06-16,Shea Pleasure Sniffing You Anti-Fungal Free Dog Shampoo,FreshFarm Veg Market,,,
BB-26496,BN-BB-26496-01,429.0,2026-06-13,2027-07-12,active,2026-06-19,Coconut Powder - Desiccated,GrainCo Vijayawada,,,2027-07-12
BB-26512,BN-BB-26512-01,641.0,2026-06-08,2028-07-06,active,2026-06-19,Cleansing Bar,CareWell Distributors,,,2028-07-06
BB-26513,BN-BB-26513-01,490.0,2026-06-11,2027-04-02,active,2026-06-19,Stick - Macadamia Nut Brittle,SeasonProof Gear,,,2027-04-02
BB-26516,BN-BB-26516-01,78.0,2024-06-13,2026-08-25,active,2024-06-28,Raspberry Seed Serum,CareWell Distributors,,,2026-08-25
BB-26533,BN-BB-26533-01,182.0,2026-06-11,2026-12-17,active,2026-06-19,Cup Noodles - Mazedaar Masala 70g + Veggi Manchow 70g + Spiced Chicken 70g,SweetSource Regional,,,2026-12-17
BB-26534,BN-BB-26534-01,181.0,2026-06-12,,active,2026-06-20,"Lunch Box/Tiffin Stainless Steel - Small, Brunch",CareWell Distributors,,,
BB-26535,BN-BB-26535-01,314.0,2026-06-12,2028-05-23,active,2026-06-16,Cedarwood Essential Oil - 100% Pure & Natural,CareWell Distributors,,,2028-05-23
BB-26540,BN-BB-26540-01,705.0,2026-06-06,2027-05-25,active,2026-06-18,Fields Of Gold - Basil Seeds,GrainCo Vijayawada,,,2027-05-25
BB-26545,BN-BB-26545-01,933.0,2026-06-12,2026-11-26,active,2026-06-20,Orange Bite Jhatkaa Candy,SweetSource Regional,,,2026-11-26
BB-26552,BN-BB-26552-01,783.0,2026-06-04,2028-07-23,active,2026-06-16,Activated Charcoal Scrub,CareWell Distributors,,,2028-07-23
BB-26561,BN-BB-26561-01,322.0,2026-06-04,2027-02-14,active,2026-06-18,Multigrain Chip - Sweet Chili,CareWell Distributors,,,2027-02-14
BB-26571,BN-BB-26571-01,199.0,2026-06-01,2026-07-12,expired,2026-06-17,Layer Cake - Chocolate,DairyBest Krishna,,,2026-07-12
BB-26579,BN-BB-26579-01,2341.0,2026-06-07,2027-06-18,active,2026-06-19,Baby Diapers - Medium,BabyBase Supplies,,,2027-06-18
BB-26591,BN-BB-26591-01,972.0,2026-06-13,2027-02-20,active,2026-06-20,Prime Organic Apple Cider Vinegar - Raw Unfiltered with EXTRA Mother,FruitKing South,,,2027-02-20
BB-26598,BN-BB-26598-01,793.0,2026-06-11,2026-12-04,active,2026-06-20,Good Day Cashew Cookies,SweetSource Regional,,,2026-12-04
BB-2660,BN-BB-2660-01,1638.0,2026-06-05,,active,2026-06-15,Glass Juice/Water Jug- Moulded Design,PaperEdge Stationery,,,
BB-26609,BN-BB-26609-01,3206.0,2026-05-31,,active,2026-06-16,Tea Spoon Set - Rio,SweetSource Regional,,,
BB-2661,BN-BB-2661-01,579.0,2026-06-10,,active,2026-06-18,Steel Katori/Bowl - No. 10,FestiveWorld Supplies,,,
BB-26612,BN-BB-26612-01,2914.0,2026-06-06,2027-03-14,active,2026-06-19,Pistachios,GrainCo Vijayawada,,,2027-03-14
BB-26620,BN-BB-26620-01,4059.0,2026-06-06,2028-04-15,active,2026-06-19,Pullup Pants Style Adult Diapers - L-XL,CareWell Distributors,,,2028-04-15
BB-2663,BN-BB-2663-01,1161.0,2026-06-10,2028-06-11,active,2026-06-17,Marshmallow Pineapple Fluff Massage Cream,CareWell Distributors,,,2028-06-11
BB-26655,BN-BB-26655-01,327.0,2026-06-04,2027-02-18,active,2026-06-19,"Sauce - Chilli, Hot",SeasonProof Gear,,,2027-02-18
BB-26666,BN-BB-26666-01,1111.0,2026-06-10,2027-05-19,active,2026-06-18,Organic - Foxtail Millet / Italian (Thinai Rice),GrainCo Vijayawada,,,2027-05-19
BB-26679,BN-BB-26679-01,305.0,2026-06-09,2028-06-08,active,2026-06-17,Jamun Seed Powder - Supports Low Sugar Levels,CareWell Distributors,,,2028-06-08
BB-26687,BN-BB-26687-01,213.0,2026-06-06,2026-12-13,active,2026-06-16,"Peanut Butter - Unsweetened, Crunchy",SweetSource Regional,,,2026-12-13
BB-26700,BN-BB-26700-01,1293.0,2026-06-06,,active,2026-06-16,"Steel Bowl/Vati/Katori - No. 7, Prem",CleanHome Supplies,,,
BB-26720,BN-BB-26720-01,2587.0,2026-06-06,2026-11-17,active,2026-06-16,2-Minute Noodles Masala,SweetSource Regional,,,2026-11-17
BB-26731,BN-BB-26731-01,592.0,2026-06-09,2027-03-23,active,2026-06-15,"King Medjoul Dates - Premium, International",SeasonProof Gear,,,2027-03-23
BB-26752,BN-BB-26752-01,968.0,2026-06-15,2027-03-03,active,2026-06-20,Soft Drink - Orange,BevCorp India,,,2027-03-03
BB-26756,BN-BB-26756-01,199.0,2026-06-09,2027-05-31,active,2026-06-16,Organic Cold Pressed Extra Virgin Coconut Oil,GrainCo Vijayawada,,,2027-05-31
BB-26771,BN-BB-26771-01,529.0,2026-06-08,2026-12-09,active,2026-06-17,Jack Fruit Treat,SweetSource Regional,,,2026-12-09
BB-26784,BN-BB-26784-01,2433.0,2026-06-01,2027-02-05,active,2026-06-15,Extra Virgin Multipurpose Avocado Oil Spray,CareWell Distributors,,,2027-02-05
BB-26795,BN-BB-26795-01,811.0,2026-06-10,2027-06-16,active,2026-06-18,Solitaire Multi-Purpose Plastic Basket 334 With Lid - Assorted Colour,CleanHome Supplies,,,2027-06-16
BB-26797,BN-BB-26797-01,505.0,2026-06-06,2028-04-22,active,2026-06-17,Home Use Brush Set 1,CareWell Distributors,,,2028-04-22
BB-26806,BN-BB-26806-01,409.0,2026-06-05,2028-03-31,active,2026-06-19,Base Camp Body Lotion - For Men,CareWell Distributors,,,2028-03-31
BB-26841,BN-BB-26841-01,2111.0,2026-06-09,2028-07-15,active,2026-06-17,To Be Rose Blossom Eau De Parfum,CareWell Distributors,,,2028-07-15
BB-26845,BN-BB-26845-01,209.0,2026-06-13,2028-04-05,active,2026-06-19,Code Copper Body Perfume,CareWell Distributors,,,2028-04-05
BB-26851,BN-BB-26851-01,3438.0,2026-06-05,,active,2026-06-15,"Lunch Box-Tiffin Set - Stainless Steel, Pink - PK BB 578 2",DairyBest Krishna,,,
BB-26867,BN-BB-26867-01,1892.0,2026-06-15,2026-08-16,active,2026-06-20,"Pork - Salami Milano, Sliced",PaperEdge Stationery,,,2026-07-09
BB-26876,BN-BB-26876-01,707.0,2026-06-03,2028-07-06,active,2026-06-18,Facial Serum - Anti-Ageing,CareWell Distributors,,,2028-07-06
BB-26882,BN-BB-26882-01,165.0,2026-06-08,2027-03-31,active,2026-06-15,Gluten-Free Quinoa Flour,CleanHome Supplies,,,2027-03-31
BB-26891,BN-BB-26891-01,1017.0,2026-06-10,2028-07-13,active,2026-06-19,Khaas Bath Soap - Green Gram Curd,CareWell Distributors,,,2028-07-13
BB-26892,BN-BB-26892-01,340.0,2026-06-06,2027-06-24,active,2026-06-16,Center Straw Cup,BabyBase Supplies,,,2027-06-24
BB-26893,BN-BB-26893-01,4695.0,2026-06-02,2028-03-22,active,2026-06-15,Activated Charcoal Cream Conditioner - Charged With Menthol,CareWell Distributors,,,2028-03-22
BB-26898,BN-BB-26898-01,206.0,2026-06-11,2027-03-27,active,2026-06-16,Original - Chips Ahoy Cereal,PaperEdge Stationery,,,2027-03-27
